7
0 0
0	0.22069
5	0.29807
10	0.33827
15	0.36201
20	0.37678
25	0.38915
30	0.40045
35	0.40957
40	0.41714
45	0.4234
50	0.42816
55	0.43336
60	0.43735
65	0.44035
70	0.44271
75	0.44422
80	0.44536
85	0.4463
90	0.4465
95	0.44602
100	0.44495
105	0.44339
110	0.44123
115	0.43865
120	0.43522
125	0.43057
130	0.42536
135	0.41956
140	0.41278
145	0.40358
150	0.39378
155	0.38022
160	0.36631
165	0.34526
170	0.31395
175	0.25107
180	0.23303
15 0
0	0.3941
5	0.38335
10	0.36901
15	0.34983
20	0.31834
25	0.26493
30	0.21347
35	0.29254
40	0.33374
45	0.36053
50	0.37563
55	0.38798
60	0.39911
65	0.40643
70	0.41584
75	0.42144
80	0.4281
85	0.43265
90	0.43636
95	0.43958
100	0.44199
105	0.44403
110	0.44508
115	0.44592
120	0.44616
125	0.44575
130	0.44503
135	0.44354
140	0.44177
145	0.43866
150	0.43557
155	0.43088
160	0.42653
165	0.41928
170	0.41197
175	0.40467
180	0.39407
30 0
0	0.43463
5	0.42984
10	0.42507
15	0.41883
20	0.41078
25	0.40146
30	0.393
35	0.37983
40	0.36584
45	0.34488
50	0.31454
55	0.25103
60	0.29881
65	0.33734
70	0.35919
75	0.35853
80	0.37585
85	0.38846
90	0.40067
95	0.41065
100	0.41655
105	0.42318
110	0.4287
115	0.43357
120	0.43722
125	0.44039
130	0.44222
135	0.44434
140	0.44538
145	0.44613
150	0.44624
155	0.44583
160	0.44477
165	0.44345
170	0.44099
175	0.43849
180	0.43502
45 0
0	0.44641
5	0.44598
10	0.44499
15	0.44346
20	0.44076
25	0.4382
30	0.43463
35	0.42994
40	0.42493
45	0.41854
50	0.41138
55	0.40316
60	0.39436
65	0.38345
70	0.36636
75	0.3454
80	0.31997
85	0.25729
90	0.22146
95	0.29981
100	0.33386
105	0.35835
110	0.37447
115	0.38685
120	0.39586
125	0.40716
130	0.41549
135	0.42229
140	0.42715
145	0.43197
150	0.43581
155	0.44023
160	0.44127
165	0.44333
170	0.44569
175	0.44641
180	0.44683
60 0
0	0.43758
5	0.44077
10	0.44307
15	0.44424
20	0.44544
25	0.44599
30	0.44591
35	0.44521
40	0.44389
45	0.44224
50	0.43987
55	0.4373
60	0.43314
65	0.42879
70	0.42291
75	0.41525
80	0.40937
85	0.40033
90	0.38907
95	0.37594
100	0.36168
105	0.33553
110	0.30541
115	0.23575
120	0.26141
125	0.30969
130	0.34094
135	0.3618
140	0.37921
145	0.39043
150	0.4008
155	0.41078
160	0.41763
165	0.42427
170	0.42975
175	0.43375
180	0.43777
75 0
0	0.39541
5	0.40629
10	0.41372
15	0.4209
20	0.4268
25	0.43114
30	0.43559
35	0.43862
40	0.44096
45	0.44303
50	0.44444
55	0.44515
60	0.44541
65	0.44509
70	0.44407
75	0.44247
80	0.44062
85	0.43792
90	0.43464
95	0.43016
100	0.42527
105	0.42029
110	0.41295
115	0.4038
120	0.39442
125	0.38328
130	0.36989
135	0.35013
140	0.32187
145	0.26941
150	0.20833
155	0.2913
160	0.3313
165	0.35466
170	0.37277
175	0.3853
180	0.39632
90 0
0	0.23504
5	0.29541
10	0.33383
15	0.35779
20	0.37717
25	0.39165
30	0.40061
35	0.4093
40	0.41654
45	0.42305
50	0.42835
55	0.43225
60	0.43661
65	0.43898
70	0.44185
75	0.44327
80	0.44414
85	0.44498
90	0.44508
95	0.44478
100	0.44366
105	0.44188
110	0.43937
115	0.43647
120	0.43285
125	0.42875
130	0.42392
135	0.41617
140	0.4092
145	0.40035
150	0.39217
155	0.37779
160	0.36234
165	0.33938
170	0.29918
175	0.2426
180	0.25163
