0	-0.34385
5	-0.36472
10	-0.37976
15	-0.39207
20	-0.40246
25	-0.41153
30	-0.41947
35	-0.42628
40	-0.43012
45	-0.43489
50	-0.43789
55	-0.44123
60	-0.44323
65	-0.44485
70	-0.44587
75	-0.44641
80	-0.44609
85	-0.44558
90	-0.44469
95	-0.44417
100	-0.44073
105	-0.43783
110	-0.43423
115	-0.42977
120	-0.42418
125	-0.41717
130	-0.40992
135	-0.40138
140	-0.39104
145	-0.37657
150	-0.3611
155	-0.33658
160	-0.30571
165	-0.22357
170	-0.25694
175	-0.31466
180	-0.34471
185	-0.3661
190	-0.38193
195	-0.339422
200	-0.40437
205	-0.41333
210	-0.42052
215	-0.427
220	-0.4319
225	-0.43672
230	-0.44085
235	-0.44418
240	-0.44618
245	-0.44805
250	-0.44914
255	-0.44967
260	-0.44959
265	-0.44888
270	-0.44769
275	-0.4455
280	-0.44275
285	-0.43957
290	-0.43565
295	-0.43109
300	-0.42529
305	-0.41755
310	-0.41052
315	-0.4017
320	-0.39099
325	-0.37743
330	-0.36001
335	-0.33804
340	-0.30203
345	-0.23368
350	-0.25313
355	-0.31478
360	-0.34602
